Date,High,Low,Open,Close,Volume,Adj Close
2012-11-19,42.880001068115234,42.2599983215332,42.5,42.869998931884766,260900.0,37.42295837402344
2012-11-20,43.18000030517578,42.70000076293945,42.84000015258789,43.15999984741211,203000.0,37.67610168457031
2012-11-21,43.369998931884766,42.869998931884766,43.0,43.31999969482422,269400.0,37.815773010253906
2012-11-23,44.310001373291016,43.380001068115234,43.5,44.13999938964844,275100.0,38.531593322753906
2012-11-26,44.45000076293945,43.4900016784668,43.88999938964844,43.88999938964844,388400.0,38.3133430480957
2012-11-27,44.22999954223633,43.650001525878906,43.91999816894531,44.029998779296875,393700.0,38.435569763183594
2012-11-28,44.630001068115234,43.529998779296875,43.709999084472656,44.59000015258789,371400.0,38.92439270019531
2012-11-29,45.150001525878906,44.4900016784668,44.77000045776367,45.0099983215332,562900.0,39.291038513183594
2012-11-30,45.11000061035156,44.70000076293945,44.79999923706055,44.95000076293945,681300.0,39.238670349121094
2012-12-03,45.25,44.540000915527344,45.220001220703125,44.70000076293945,374100.0,39.02043151855469
2012-12-04,45.0,44.540000915527344,44.68000030517578,44.72999954223633,260000.0,39.04661560058594
2012-12-05,44.959999084472656,44.40999984741211,44.79999923706055,44.849998474121094,318100.0,39.15137481689453
2012-12-06,45.119998931884766,44.630001068115234,44.75,45.08000183105469,277400.0,39.35215377807617
2012-12-07,45.400001525878906,44.88999938964844,45.22999954223633,45.349998474121094,221800.0,39.58783721923828
2012-12-10,45.959999084472656,45.33000183105469,45.40999984741211,45.900001525878906,280700.0,40.06796646118164
2012-12-11,46.0,45.61000061035156,45.97999954223633,45.97999954223633,543900.0,40.13779830932617
2012-12-12,45.900001525878906,45.310001373291016,45.310001373291016,45.5,569200.0,39.71879196166992
2012-12-13,45.84000015258789,44.810001373291016,45.4900016784668,45.08000183105469,362700.0,39.35215377807617
2012-12-14,45.41999816894531,44.459999084472656,44.88999938964844,45.0,275000.0,39.282310485839844
2012-12-17,45.400001525878906,44.83000183105469,44.9900016784668,45.36000061035156,217100.0,39.59657287597656
2012-12-18,46.0,45.25,45.380001068115234,46.0,340400.0,40.155250549316406
2012-12-19,46.22999954223633,45.650001525878906,45.9900016784668,46.02000045776367,348900.0,40.17271423339844
2012-12-20,46.459999084472656,45.90999984741211,46.0,46.439998626708984,328600.0,40.53936004638672
2012-12-21,46.369998931884766,45.709999084472656,45.880001068115234,46.2599983215332,670000.0,40.38221740722656
2012-12-24,46.40999984741211,46.0,46.25,46.209999084472656,107200.0,40.33857345581055
2012-12-26,46.40999984741211,46.11000061035156,46.22999954223633,46.15999984741211,285700.0,40.294925689697266
2012-12-27,46.31999969482422,45.75,46.16999816894531,46.130001068115234,193500.0,40.26874542236328
2012-12-28,46.33000183105469,45.66999816894531,45.689998626708984,45.91999816894531,229900.0,40.08542251586914
2012-12-31,46.689998626708984,45.75,45.86000061035156,46.529998779296875,275400.0,40.617923736572266
2013-01-02,47.9900016784668,47.43000030517578,47.5099983215332,47.93000030517578,268000.0,41.84003829956055
2013-01-03,48.5,47.70000076293945,47.810001373291016,48.040000915527344,416400.0,41.93605422973633
2013-01-04,48.22999954223633,47.84000015258789,48.22999954223633,48.09000015258789,275100.0,41.979698181152344
2013-01-07,48.4900016784668,47.84000015258789,47.959999084472656,48.34000015258789,320600.0,42.197940826416016
2013-01-08,48.61000061035156,47.880001068115234,48.38999938964844,48.08000183105469,168600.0,41.970970153808594
2013-01-09,48.290000915527344,47.95000076293945,48.189998626708984,48.16999816894531,272500.0,42.22520065307617
2013-01-10,48.529998779296875,47.4900016784668,48.47999954223633,47.54999923706055,684000.0,41.68170166015625
2013-01-11,47.77000045776367,47.43000030517578,47.56999969482422,47.63999938964844,428600.0,41.760589599609375
2013-01-14,47.9900016784668,47.47999954223633,47.56999969482422,47.97999954223633,208400.0,42.058631896972656
2013-01-15,48.349998474121094,47.66999816894531,47.689998626708984,48.27000045776367,238200.0,42.31283950805664
2013-01-16,48.560001373291016,48.06999969482422,48.22999954223633,48.5099983215332,289500.0,42.52322769165039
2013-01-17,49.75,48.45000076293945,48.689998626708984,49.58000183105469,478600.0,43.46115493774414
2013-01-18,49.849998474121094,49.400001525878906,49.7599983215332,49.689998626708984,287500.0,43.55759811401367
2013-01-22,49.709999084472656,49.06999969482422,49.70000076293945,49.13999938964844,410800.0,43.075462341308594
2013-01-23,49.34000015258789,48.939998626708984,49.11000061035156,49.18000030517578,517000.0,43.11052703857422
2013-01-24,49.68000030517578,49.040000915527344,49.20000076293945,49.5,417600.0,43.39103698730469
2013-01-25,49.75,49.15999984741211,49.75,49.720001220703125,478700.0,43.583892822265625
2013-01-28,50.11000061035156,49.09000015258789,49.779998779296875,49.310001373291016,547300.0,43.224483489990234
2013-01-29,49.86000061035156,49.27000045776367,49.27000045776367,49.810001373291016,391600.0,43.66279220581055
2013-01-30,49.83000183105469,49.369998931884766,49.79999923706055,49.61000061035156,353200.0,43.48746871948242
2013-01-31,49.97999954223633,49.38999938964844,49.47999954223633,49.88999938964844,449200.0,43.732906341552734
2013-02-01,50.689998626708984,50.04999923706055,50.27000045776367,50.41999816894531,421500.0,44.197509765625
2013-02-04,50.5,49.7599983215332,50.119998931884766,50.0,758800.0,43.8293342590332
2013-02-05,50.0,48.02000045776367,49.5,48.959999084472656,1599500.0,42.917686462402344
2013-02-06,48.779998779296875,48.290000915527344,48.5099983215332,48.619998931884766,880900.0,42.6196403503418
2013-02-07,48.779998779296875,48.439998626708984,48.560001373291016,48.66999816894531,617500.0,42.66346740722656
2013-02-08,49.25,48.68000030517578,48.70000076293945,49.13999938964844,289700.0,43.075462341308594
2013-02-11,49.220001220703125,48.72999954223633,49.11000061035156,48.91999816894531,294900.0,42.88262176513672
2013-02-12,49.810001373291016,48.869998931884766,49.02000045776367,49.66999816894531,366400.0,43.54005432128906
2013-02-13,50.15999984741211,49.59000015258789,49.75,50.099998474121094,412400.0,43.91699981689453
2013-02-14,50.41999816894531,49.810001373291016,49.95000076293945,50.310001373291016,348600.0,44.101078033447266
2013-02-15,50.689998626708984,50.16999816894531,50.27000045776367,50.45000076293945,322000.0,44.223812103271484
2013-02-19,51.20000076293945,50.439998626708984,50.439998626708984,50.939998626708984,359700.0,44.653324127197266
2013-02-20,51.029998779296875,50.25,50.95000076293945,50.31999969482422,644500.0,44.10983657836914
2013-02-21,50.31999969482422,49.380001068115234,50.189998626708984,49.619998931884766,346600.0,43.49623107910156
2013-02-22,50.290000915527344,49.84000015258789,49.84000015258789,50.209999084472656,268200.0,44.013427734375
2013-02-25,50.439998626708984,48.880001068115234,50.38999938964844,48.880001068115234,282800.0,42.84756088256836
2013-02-26,49.75,48.91999816894531,49.11000061035156,49.63999938964844,306600.0,43.51375961303711
2013-02-27,50.869998931884766,49.560001373291016,49.599998474121094,50.72999954223633,269100.0,44.46923828125
2013-02-28,51.459999084472656,50.68000030517578,50.709999084472656,50.93000030517578,271100.0,44.64455795288086
2013-03-01,50.97999954223633,49.79999923706055,50.7400016784668,50.779998779296875,512300.0,44.51307678222656
2013-03-04,50.7400016784668,49.81999969482422,50.47999954223633,50.41999816894531,422400.0,44.197509765625
2013-03-05,51.709999084472656,50.529998779296875,50.529998779296875,51.439998626708984,264000.0,45.09162902832031
2013-03-06,51.790000915527344,51.189998626708984,51.59000015258789,51.220001220703125,218000.0,44.89876937866211
2013-03-07,51.63999938964844,51.130001068115234,51.130001068115234,51.33000183105469,172300.0,44.995201110839844
2013-03-08,51.9900016784668,51.470001220703125,51.68000030517578,51.88999938964844,480300.0,45.48609161376953
2013-03-11,52.349998474121094,51.810001373291016,51.88999938964844,52.099998474121094,189700.0,45.670166015625
2013-03-12,52.22999954223633,51.7400016784668,52.060001373291016,51.95000076293945,229300.0,45.53868103027344
2013-03-13,52.279998779296875,51.88999938964844,51.93000030517578,52.150001525878906,190700.0,45.71399688720703
2013-03-14,52.810001373291016,52.130001068115234,52.34000015258789,52.7599983215332,175900.0,46.24871826171875
2013-03-15,52.86000061035156,52.29999923706055,52.459999084472656,52.31999969482422,513300.0,45.86302185058594
2013-03-18,53.25,52.04999923706055,52.25,52.75,349500.0,46.23994827270508
2013-03-19,53.25,52.119998931884766,53.0,52.720001220703125,210600.0,46.21365737915039
2013-03-20,53.84000015258789,52.88999938964844,53.029998779296875,53.619998931884766,291200.0,47.00259017944336
2013-03-21,53.81999969482422,52.9900016784668,53.33000183105469,53.209999084472656,340300.0,46.6431770324707
2013-03-22,53.77000045776367,53.20000076293945,53.34000015258789,53.56999969482422,289900.0,46.95875549316406
2013-03-25,53.72999954223633,52.58000183105469,53.720001220703125,52.97999954223633,255100.0,46.441558837890625
2013-03-26,53.189998626708984,52.83000183105469,53.02000045776367,53.02000045776367,353700.0,46.47664260864258
2013-03-27,53.02000045776367,52.34000015258789,52.72999954223633,52.97999954223633,436500.0,46.441558837890625
2013-03-28,53.529998779296875,52.70000076293945,53.0,53.41999816894531,486200.0,46.8272590637207
2013-04-01,53.7400016784668,52.189998626708984,53.38999938964844,52.47999954223633,302300.0,46.0032844543457
2013-04-02,52.75,51.83000183105469,52.66999816894531,52.119998931884766,293600.0,45.687686920166016
2013-04-03,52.31999969482422,51.029998779296875,52.18000030517578,51.290000915527344,371800.0,44.96013259887695
2013-04-04,51.810001373291016,51.380001068115234,51.380001068115234,51.810001373291016,387300.0,45.41596603393555
2013-04-05,51.54999923706055,50.52000045776367,50.97999954223633,51.5099983215332,301800.0,45.15297317504883
2013-04-08,52.060001373291016,51.40999984741211,51.7599983215332,52.02000045776367,233100.0,45.600059509277344
2013-04-09,52.22999954223633,51.83000183105469,52.220001220703125,51.959999084472656,291800.0,45.54745101928711
2013-04-10,52.939998626708984,51.970001220703125,52.0,52.91999816894531,366200.0,46.38897705078125
2013-04-11,53.349998474121094,52.790000915527344,52.939998626708984,52.900001525878906,376500.0,46.371437072753906
2013-04-12,53.0099983215332,52.630001068115234,52.70000076293945,52.88999938964844,349400.0,46.36268615722656
2013-04-15,52.630001068115234,50.41999816894531,52.630001068115234,50.709999084472656,564700.0,44.45170593261719
2013-04-16,51.77000045776367,50.970001220703125,51.09000015258789,51.72999954223633,376600.0,45.3458251953125
2013-04-17,51.189998626708984,49.970001220703125,51.18000030517578,50.34000015258789,338700.0,44.324459075927734
2013-04-18,50.810001373291016,49.72999954223633,50.41999816894531,49.93000030517578,243000.0,43.963436126708984
2013-04-19,50.34000015258789,49.54999923706055,50.08000183105469,49.970001220703125,337200.0,43.99866485595703
2013-04-22,50.43000030517578,49.58000183105469,50.08000183105469,50.09000015258789,392200.0,44.10432052612305
2013-04-23,52.95000076293945,50.599998474121094,52.95000076293945,51.060001373291016,321300.0,44.95840835571289
2013-04-24,51.68000030517578,51.040000915527344,51.119998931884766,51.5,289000.0,45.345829010009766
2013-04-25,51.88999938964844,51.36000061035156,51.65999984741211,51.75,346600.0,45.565956115722656
2013-04-26,51.72999954223633,50.88999938964844,51.72999954223633,51.2599983215332,226600.0,45.13450241088867
2013-04-29,51.709999084472656,50.77000045776367,51.36000061035156,51.58000183105469,179800.0,45.41627502441406
2013-04-30,52.040000915527344,51.150001525878906,51.56999969482422,52.029998779296875,298200.0,45.8124885559082
2013-05-01,51.81999969482422,50.689998626708984,51.75,50.7400016784668,358100.0,44.67665100097656
2013-05-02,51.939998626708984,50.95000076293945,51.0099983215332,51.68000030517578,378000.0,45.50431823730469
2013-05-03,53.290000915527344,52.11000061035156,52.11000061035156,52.790000915527344,349200.0,46.4816780090332
2013-05-06,53.34000015258789,52.79999923706055,52.810001373291016,53.2400016784668,231700.0,46.87791442871094
2013-05-07,54.43000030517578,53.45000076293945,53.45000076293945,54.36000061035156,316300.0,47.86406707763672
2013-05-08,54.439998626708984,52.93000030517578,53.689998626708984,54.41999816894531,225600.0,47.916893005371094
2013-05-09,54.790000915527344,54.25,54.41999816894531,54.33000183105469,202800.0,47.837650299072266
2013-05-10,54.779998779296875,54.2400016784668,54.36000061035156,54.61000061035156,143600.0,48.08419418334961
2013-05-13,54.66999816894531,54.119998931884766,54.66999816894531,54.349998474121094,274000.0,47.85526657104492
2013-05-14,55.4900016784668,54.38999938964844,54.470001220703125,55.439998626708984,242600.0,48.81500244140625
2013-05-15,56.20000076293945,54.97999954223633,55.16999816894531,56.20000076293945,309000.0,49.484188079833984
2013-05-16,56.459999084472656,55.18000030517578,55.36000061035156,55.81999969482422,290400.0,49.14959716796875
2013-05-17,56.459999084472656,55.91999816894531,56.11000061035156,56.439998626708984,227000.0,49.695499420166016
2013-05-20,57.380001068115234,56.38999938964844,56.38999938964844,56.779998779296875,243000.0,49.994876861572266
2013-05-21,57.02000045776367,56.47999954223633,56.72999954223633,56.5,551700.0,49.74833679199219
2013-05-22,56.86000061035156,55.5099983215332,56.619998931884766,55.63999938964844,385200.0,48.99111557006836
2013-05-23,55.279998779296875,54.720001220703125,55.06999969482422,55.16999816894531,640200.0,48.57727813720703
2013-05-24,54.869998931884766,54.04999923706055,54.869998931884766,54.79999923706055,356100.0,48.251487731933594
2013-05-28,55.880001068115234,54.77000045776367,55.47999954223633,55.18000030517578,285900.0,48.58607482910156
2013-05-29,55.11000061035156,54.27000045776367,54.95000076293945,54.9900016784668,288400.0,48.41878890991211
2013-05-30,55.560001373291016,54.95000076293945,55.11000061035156,55.43000030517578,173900.0,48.806209564208984
2013-05-31,56.0099983215332,54.93000030517578,55.130001068115234,55.04999923706055,229300.0,48.47160720825195
2013-06-03,55.25,54.369998931884766,55.150001525878906,55.150001525878906,282900.0,48.55965805053711
2013-06-04,55.65999984741211,54.5,55.150001525878906,54.65999984741211,181100.0,48.12821578979492
2013-06-05,54.7400016784668,53.75,54.5,54.06999969482422,349300.0,47.60871505737305
2013-06-06,54.540000915527344,53.86000061035156,54.08000183105469,54.290000915527344,306400.0,47.80243682861328
2013-06-07,55.09000015258789,54.34000015258789,54.7400016784668,55.04999923706055,427400.0,48.47160720825195
2013-06-10,55.38999938964844,54.790000915527344,55.16999816894531,55.0099983215332,224300.0,48.436397552490234
2013-06-11,55.09000015258789,54.060001373291016,54.220001220703125,54.27000045776367,219400.0,47.78480911254883
2013-06-12,54.599998474121094,53.29999923706055,54.599998474121094,53.31999969482422,325900.0,46.94834518432617
2013-06-13,54.13999938964844,53.08000183105469,53.099998474121094,53.900001525878906,484000.0,47.459041595458984
2013-06-14,54.08000183105469,53.63999938964844,53.81999969482422,53.93000030517578,430400.0,47.485450744628906
2013-06-17,54.560001373291016,53.61000061035156,54.529998779296875,53.849998474121094,447700.0,47.415008544921875
2013-06-18,54.290000915527344,53.880001068115234,53.9900016784668,54.04999923706055,627700.0,47.59109878540039
2013-06-19,55.0,53.869998931884766,54.11000061035156,54.02000045776367,565900.0,47.564701080322266
2013-06-20,53.52000045776367,52.52000045776367,53.380001068115234,52.61000061035156,265600.0,46.32318115234375
